customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status
16460,23,35000,MORTGAGE,7,VENTURE,A,"£2,100.00",5.42,3,,2,NO DEFAULT
16461,24,60000,RENT,4,PERSONAL,A,"£12,500.00",11.49,4,,3,NO DEFAULT
16462,26,88000,RENT,10,PERSONAL,A,"£10,000.00",12.69,6,,4,NO DEFAULT
16463,23,45600,RENT,4,PERSONAL,B,"£5,000.00",14.22,3,Y,4,NO DEFAULT
16464,25,122000,MORTGAGE,9,PERSONAL,B,"£20,000.00",13.23,5,,4,NO DEFAULT
16465,25,50000,OWN,9,PERSONAL,D,"£9,175.00",19.42,5,,4,NO DEFAULT
16466,23,71000,RENT,7,PERSONAL,A,"£11,300.00",7.49,3,,3,NO DEFAULT
16467,24,16000,RENT,2,EDUCATION,C,"£4,200.00",,4,N,2,DEFAULT
16468,23,39292,MORTGAGE,3,MEDICAL,A,"£3,250.00",,3,N,3,DEFAULT
16469,24,24000,RENT,5,MEDICAL,B,"£5,500.00",14.27,4,,2,NO DEFAULT
16470,23,65000,RENT,0,MEDICAL,A,"£6,000.00",9.63,3,,3,NO DEFAULT
16471,26,85000,MORTGAGE,3,EDUCATION,C,"£10,000.00",14.09,6,,2,NO DEFAULT
16472,23,34800,RENT,0,HOMEIMPROVEMENT,A,"£7,000.00",11.99,3,,3,NO DEFAULT
16473,21,36000,MORTGAGE,5,MEDICAL,A,"£1,000.00",12.42,1,,2,NO DEFAULT
16474,24,40000,RENT,1,VENTURE,A,"£3,825.00",10,4,,3,NO DEFAULT
16475,22,42000,OWN,0,EDUCATION,B,"£12,000.00",,2,,3,NO DEFAULT
16476,25,40000,MORTGAGE,9,MEDICAL,B,"£3,500.00",13.49,5,Y,3,NO DEFAULT
16477,21,18000,RENT,2,HOMEIMPROVEMENT,B,"£5,800.00",14.72,1,Y,2,DEFAULT
16478,25,85000,MORTGAGE,7,DEBTCONSOLIDATION,B,"£12,000.00",14.65,5,,2,NO DEFAULT
16479,25,84000,RENT,1,VENTURE,D,"£8,000.00",16.45,5,Y,4,DEFAULT
16480,25,21500,RENT,2,MEDICAL,B,"£7,500.00",11.34,5,Y,3,DEFAULT
16481,23,58000,RENT,1,EDUCATION,A,"£12,800.00",12.42,3,,4,NO DEFAULT
16482,23,28800,MORTGAGE,6,MEDICAL,A,"£5,000.00",11.99,3,,4,NO DEFAULT
16483,22,30000,MORTGAGE,6,EDUCATION,C,"£6,600.00",14.42,2,,4,NO DEFAULT
16484,23,78000,MORTGAGE,1,DEBTCONSOLIDATION,B,"£8,000.00",12.87,3,Y,3,DEFAULT
16485,22,137004,MORTGAGE,3,DEBTCONSOLIDATION,A,"£10,000.00",5.79,2,,4,NO DEFAULT
16486,25,42000,RENT,3,EDUCATION,B,"£10,000.00",13.8,5,N,2,DEFAULT
16487,22,165000,MORTGAGE,5,VENTURE,C,"£24,000.00",15.62,2,Y,2,NO DEFAULT
16488,25,45000,RENT,0,EDUCATION,A,"£5,000.00",10.74,5,,4,NO DEFAULT
16489,24,38400,RENT,4,VENTURE,A,"£4,000.00",7.29,4,,3,NO DEFAULT
16490,26,40000,RENT,0,MEDICAL,B,"£1,800.00",13.23,6,Y,2,NO DEFAULT
16491,24,70000,OWN,,EDUCATION,A,"£6,000.00",5.42,4,,2,NO DEFAULT
16492,24,72000,MORTGAGE,8,EDUCATION,B,"£14,000.00",14.65,4,N,4,DEFAULT
16493,22,83000,OWN,6,EDUCATION,C,"£25,000.00",15.95,2,,2,NO DEFAULT
16494,23,42000,RENT,7,DEBTCONSOLIDATION,B,"£15,000.00",11.83,3,N,2,DEFAULT
16495,26,60000,RENT,0,VENTURE,A,"£24,000.00",7.9,6,,2,NO DEFAULT
16496,22,90000,MORTGAGE,6,MEDICAL,A,"£6,400.00",9.88,2,,3,NO DEFAULT
16497,25,47000,RENT,1,VENTURE,A,"£8,500.00",8.9,5,,4,NO DEFAULT
16498,23,29120,OWN,0,MEDICAL,A,"£6,400.00",8.94,3,,4,NO DEFAULT
16499,25,79000,MORTGAGE,9,MEDICAL,A,"£10,000.00",5.79,5,,3,NO DEFAULT
16500,22,69996,OWN,2,VENTURE,B,"£8,000.00",12.84,2,,3,NO DEFAULT
16501,23,95000,MORTGAGE,7,EDUCATION,A,"£35,000.00",7.9,3,,2,NO DEFAULT
16502,24,37000,RENT,3,VENTURE,A,"£5,500.00",9.2,4,,3,NO DEFAULT
16503,23,70000,RENT,3,EDUCATION,A,"£12,000.00",7.9,3,,2,NO DEFAULT
16504,25,123144,RENT,2,VENTURE,A,"£12,000.00",10.75,5,,2,NO DEFAULT
16505,25,82000,RENT,5,HOMEIMPROVEMENT,B,"£6,000.00",,5,,3,NO DEFAULT
16506,25,115000,MORTGAGE,9,VENTURE,B,"£19,000.00",13.49,5,Y,4,NO DEFAULT
16507,21,52000,RENT,5,PERSONAL,A,"£1,500.00",11.99,1,,2,NO DEFAULT
16508,26,42000,MORTGAGE,0,EDUCATION,A,"£4,500.00",11.48,6,,3,NO DEFAULT
16509,23,95000,MORTGAGE,1,EDUCATION,B,"£19,800.00",13.22,3,Y,4,DEFAULT
16510,23,70000,RENT,8,VENTURE,A,"£6,725.00",6.62,3,,2,NO DEFAULT
16511,22,70000,OWN,6,PERSONAL,A,"£12,000.00",12.53,2,,4,NO DEFAULT
16512,22,85000,MORTGAGE,4,MEDICAL,A,"£12,000.00",6.91,2,,3,NO DEFAULT
16513,24,70000,MORTGAGE,2,PERSONAL,B,"£6,000.00",15.23,4,Y,2,NO DEFAULT
16514,22,107000,MORTGAGE,6,DEBTCONSOLIDATION,C,"£35,000.00",16.49,2,Y,3,DEFAULT
16515,22,45000,RENT,0,VENTURE,A,"£9,000.00",11.48,2,,4,NO DEFAULT
16516,25,38496,MORTGAGE,7,HOMEIMPROVEMENT,A,"£8,000.00",6.03,5,,3,NO DEFAULT
16517,26,120000,MORTGAGE,0,DEBTCONSOLIDATION,A,"£6,000.00",,6,,2,NO DEFAULT
16518,22,45000,RENT,0,EDUCATION,B,"£4,000.00",,2,Y,3,NO DEFAULT
16519,23,66661,MORTGAGE,7,PERSONAL,A,"£1,500.00",11.49,3,,2,NO DEFAULT
16520,23,200000,MORTGAGE,0,EDUCATION,A,"£5,000.00",7.43,3,,2,NO DEFAULT
16521,26,32000,RENT,3,DEBTCONSOLIDATION,A,"£5,000.00",6.03,6,,2,NO DEFAULT
16522,22,34000,RENT,1,VENTURE,B,"£6,500.00",13.22,2,N,4,DEFAULT
16523,25,36000,OWN,10,MEDICAL,A,"£11,200.00",9.76,5,,2,NO DEFAULT
16524,25,32000,RENT,2,MEDICAL,C,"£8,575.00",15.62,5,N,2,DEFAULT
16525,26,59000,RENT,2,PERSONAL,A,"£8,500.00",11.83,6,,4,NO DEFAULT
16526,22,78700,RENT,6,VENTURE,B,"£14,000.00",13.48,2,Y,3,NO DEFAULT
16527,22,38000,MORTGAGE,6,DEBTCONSOLIDATION,A,"£4,500.00",5.79,2,,3,NO DEFAULT
16528,26,50200,RENT,1,EDUCATION,A,"£9,000.00",7.66,6,,3,NO DEFAULT
16529,26,86000,RENT,4,VENTURE,B,"£10,000.00",13.49,6,,4,NO DEFAULT
16530,24,84000,RENT,1,MEDICAL,A,"£12,000.00",6.91,4,,2,NO DEFAULT
16531,23,48000,MORTGAGE,7,EDUCATION,A,"£14,125.00",,3,,3,NO DEFAULT
16532,23,63402,RENT,3,VENTURE,B,"£6,000.00",13.22,3,Y,2,NO DEFAULT
16533,25,100000,RENT,3,EDUCATION,A,"£12,000.00",9.91,5,,2,NO DEFAULT
16534,22,69000,MORTGAGE,6,PERSONAL,B,"£7,800.00",12.41,2,,4,NO DEFAULT
16535,23,120000,MORTGAGE,,PERSONAL,A,"£10,000.00",,3,,2,NO DEFAULT
16536,21,30000,MORTGAGE,6,MEDICAL,A,"£3,000.00",5.99,1,,3,NO DEFAULT
16537,25,60000,RENT,0,DEBTCONSOLIDATION,A,"£1,200.00",7.66,5,,3,NO DEFAULT
16538,26,44000,RENT,5,MEDICAL,B,"£4,600.00",13.99,6,N,3,DEFAULT
16539,23,42000,MORTGAGE,7,VENTURE,B,"£12,000.00",15.23,3,Y,3,NO DEFAULT
16540,25,45996,RENT,3,DEBTCONSOLIDATION,B,"£11,500.00",12.53,5,Y,3,NO DEFAULT
16541,24,37000,MORTGAGE,8,MEDICAL,A,"£10,000.00",10.99,4,,3,NO DEFAULT
16542,24,20856,OWN,,PERSONAL,A,"£10,000.00",10.59,4,,3,NO DEFAULT
16543,26,36996,RENT,8,MEDICAL,B,"£9,600.00",11.97,6,Y,2,NO DEFAULT
16544,22,89800,MORTGAGE,6,VENTURE,A,"£20,000.00",12.53,2,,3,NO DEFAULT
16545,26,64800,MORTGAGE,5,EDUCATION,A,"£2,000.00",11.99,6,,3,NO DEFAULT
16546,24,60000,MORTGAGE,8,DEBTCONSOLIDATION,B,"£21,000.00",,4,Y,3,NO DEFAULT
16547,23,120000,MORTGAGE,7,VENTURE,B,"£6,000.00",13.06,3,Y,3,NO DEFAULT
16548,25,21000,RENT,0,VENTURE,A,"£5,175.00",12.53,5,,4,NO DEFAULT
16549,26,60000,MORTGAGE,10,MEDICAL,A,"£12,500.00",6.92,6,,3,NO DEFAULT
16550,24,130000,OWN,8,VENTURE,A,"£22,800.00",,4,,2,NO DEFAULT
16551,23,115000,MORTGAGE,7,EDUCATION,B,"£10,000.00",14.27,3,Y,2,NO DEFAULT
16552,23,45000,RENT,2,VENTURE,A,"£14,500.00",10.36,3,,4,NO DEFAULT
16553,22,75600,MORTGAGE,3,EDUCATION,A,"£10,000.00",,2,,4,NO DEFAULT
16554,21,35000,OWN,5,VENTURE,B,"£6,500.00",13.43,1,,4,NO DEFAULT
16555,22,41000,MORTGAGE,6,HOMEIMPROVEMENT,A,"£7,000.00",7.9,2,N,2,DEFAULT
16556,26,75000,MORTGAGE,9,MEDICAL,B,"£4,000.00",12.99,6,Y,2,NO DEFAULT
16557,24,50000,RENT,0,VENTURE,A,"£7,200.00",11.71,4,,2,NO DEFAULT
16558,23,20664,RENT,4,EDUCATION,B,"£4,550.00",13.72,3,Y,3,NO DEFAULT
16559,25,61000,OWN,2,PERSONAL,B,"£15,000.00",14.65,5,,2,NO DEFAULT
16560,26,77368,RENT,1,VENTURE,A,"£15,000.00",10,6,,3,NO DEFAULT
16561,26,74000,MORTGAGE,10,EDUCATION,A,"£4,475.00",9.99,6,,2,NO DEFAULT
16562,23,72000,RENT,5,DEBTCONSOLIDATION,C,"£3,000.00",16.89,3,Y,4,DEFAULT
16563,24,54400,RENT,4,MEDICAL,A,"£2,500.00",11.14,4,,2,NO DEFAULT
16564,25,19200,RENT,3,MEDICAL,A,"£5,000.00",10.99,5,N,2,DEFAULT
16565,25,35364,RENT,0,VENTURE,A,"£10,000.00",9.32,5,,4,NO DEFAULT
16566,23,26400,RENT,7,EDUCATION,A,"£3,800.00",7.9,3,,2,NO DEFAULT
16567,26,35000,MORTGAGE,10,MEDICAL,A,"£6,000.00",7.51,6,,3,NO DEFAULT
16568,22,55000,MORTGAGE,7,MEDICAL,A,"£13,500.00",9.67,2,,4,NO DEFAULT
16569,23,51000,MORTGAGE,6,DEBTCONSOLIDATION,C,"£17,500.00",14.09,3,Y,2,DEFAULT
16570,26,59000,RENT,2,PERSONAL,D,"£18,000.00",16,6,Y,2,DEFAULT
16571,25,154000,MORTGAGE,4,PERSONAL,A,"£12,225.00",7.49,5,,4,NO DEFAULT
16572,23,24000,RENT,1,VENTURE,A,"£14,075.00",,3,,4,NO DEFAULT
16573,24,200000,RENT,8,VENTURE,A,"£12,000.00",12.69,4,,2,NO DEFAULT
16574,24,25344,MORTGAGE,5,MEDICAL,C,"£4,000.00",16.49,4,Y,3,DEFAULT
16575,21,192000,MORTGAGE,0,EDUCATION,A,"£20,000.00",6.54,1,,2,NO DEFAULT
16576,25,175000,RENT,4,HOMEIMPROVEMENT,C,"£10,000.00",15.05,5,,3,NO DEFAULT
16577,24,40000,RENT,0,MEDICAL,A,"£3,600.00",10.59,4,,4,NO DEFAULT
16578,23,140000,RENT,7,VENTURE,A,"£9,000.00",7.14,3,,2,NO DEFAULT
16579,23,58650,MORTGAGE,7,MEDICAL,A,"£5,000.00",8.59,3,N,4,DEFAULT
16580,23,60000,RENT,8,VENTURE,A,"£3,600.00",9.99,3,,3,NO DEFAULT
16581,23,61498,MORTGAGE,5,MEDICAL,A,"£5,000.00",11.36,3,,3,NO DEFAULT
16582,21,30000,RENT,0,MEDICAL,A,"£1,000.00",10.99,1,,2,NO DEFAULT
16583,24,133000,RENT,5,HOMEIMPROVEMENT,A,"£17,400.00",11.71,4,,3,NO DEFAULT
16584,23,52000,RENT,5,EDUCATION,B,"£8,000.00",13.22,3,Y,4,NO DEFAULT
16585,23,90000,MORTGAGE,1,EDUCATION,A,"£12,000.00",12.18,3,,4,NO DEFAULT
16586,21,15000,RENT,4,VENTURE,C,"£2,200.00",,1,,4,NO DEFAULT
16587,23,48500,RENT,5,MEDICAL,A,"£3,850.00",8.49,3,,2,NO DEFAULT
16588,21,26400,RENT,5,PERSONAL,B,"£4,750.00",12.23,1,,3,NO DEFAULT
16589,26,80000,MORTGAGE,10,HOMEIMPROVEMENT,C,"£15,000.00",16.07,6,Y,2,NO DEFAULT
16590,26,60000,MORTGAGE,7,DEBTCONSOLIDATION,A,"£16,000.00",7.9,6,,3,NO DEFAULT
16591,21,68004,MORTGAGE,5,DEBTCONSOLIDATION,A,"£16,000.00",11.26,1,,3,NO DEFAULT
16592,22,23000,RENT,6,MEDICAL,B,"£4,850.00",14.27,2,Y,3,NO DEFAULT
16593,23,36000,RENT,3,EDUCATION,A,"£7,000.00",9.99,3,,3,NO DEFAULT
16594,23,90000,RENT,4,DEBTCONSOLIDATION,B,"£13,000.00",12.73,3,,2,NO DEFAULT
16595,22,24605,OWN,3,EDUCATION,B,"£10,000.00",,2,,4,NO DEFAULT
16596,24,75000,RENT,2,VENTURE,A,"£2,000.00",9.99,4,,4,NO DEFAULT
16597,26,140000,MORTGAGE,10,VENTURE,A,"£24,250.00",12.53,6,,4,NO DEFAULT
16598,23,28000,OWN,1,EDUCATION,B,"£7,500.00",,3,,4,NO DEFAULT
16599,23,24000,RENT,2,MEDICAL,A,"£2,800.00",11.49,3,,3,NO DEFAULT
16600,25,83004,MORTGAGE,9,DEBTCONSOLIDATION,A,"£5,000.00",6.76,5,,3,NO DEFAULT
16601,24,75000,RENT,0,EDUCATION,A,"£12,000.00",6.62,4,,3,NO DEFAULT
16602,22,48000,MORTGAGE,7,EDUCATION,A,"£6,500.00",10.62,2,,2,NO DEFAULT
16603,25,19000,OWN,3,VENTURE,A,"£4,000.00",7.4,5,N,4,DEFAULT
16604,22,18000,RENT,0,PERSONAL,A,"£3,600.00",,2,,2,NO DEFAULT
16605,22,42000,MORTGAGE,,DEBTCONSOLIDATION,A,"£3,200.00",7.9,2,N,3,DEFAULT
16606,24,127000,MORTGAGE,3,HOMEIMPROVEMENT,C,"£12,000.00",15.05,4,Y,3,NO DEFAULT
16607,25,34800,RENT,9,MEDICAL,C,"£5,600.00",16.77,5,N,4,DEFAULT
16608,21,14400,RENT,2,PERSONAL,C,"£1,825.00",15.62,1,Y,2,DEFAULT
16609,21,68000,RENT,3,MEDICAL,B,"£3,000.00",11.78,1,Y,4,NO DEFAULT
16610,24,28800,RENT,5,PERSONAL,A,"£8,000.00",,4,,3,NO DEFAULT
16611,25,100000,MORTGAGE,9,EDUCATION,A,"£12,000.00",8.94,5,,4,NO DEFAULT
16612,21,24000,RENT,,MEDICAL,B,"£10,000.00",13.48,1,N,2,DEFAULT
16613,25,50004,RENT,3,PERSONAL,C,"£12,000.00",15.31,5,Y,3,NO DEFAULT
16614,23,116000,RENT,7,EDUCATION,A,"£11,000.00",8.94,3,,2,NO DEFAULT
16615,26,48000,RENT,5,DEBTCONSOLIDATION,E,"£25,000.00",18.43,6,N,3,DEFAULT
16616,23,80000,MORTGAGE,7,MEDICAL,A,"£10,000.00",7.74,3,,2,NO DEFAULT
16617,22,27000,RENT,3,DEBTCONSOLIDATION,A,"£2,800.00",7.51,2,,3,NO DEFAULT
16618,26,22406,RENT,5,HOMEIMPROVEMENT,A,"£2,500.00",6.76,6,,2,NO DEFAULT
16619,23,57700,MORTGAGE,7,PERSONAL,A,"£3,500.00",10.65,3,,2,NO DEFAULT
16620,22,30000,RENT,,PERSONAL,C,"£6,400.00",15.99,2,N,4,DEFAULT
16621,23,30000,MORTGAGE,4,MEDICAL,C,"£4,000.00",16.32,3,N,2,DEFAULT
16622,22,24449,OWN,2,VENTURE,A,"£1,800.00",11.89,2,,4,NO DEFAULT
16623,23,62471,MORTGAGE,,PERSONAL,A,"£12,000.00",6.91,3,,4,NO DEFAULT
16624,22,69528,RENT,6,VENTURE,B,"£6,000.00",12.99,2,,3,NO DEFAULT
16625,22,36000,RENT,1,VENTURE,A,"£6,000.00",7.51,2,,4,NO DEFAULT
16626,25,48000,RENT,1,EDUCATION,A,"£3,000.00",9.32,5,N,4,DEFAULT
16627,25,60000,MORTGAGE,2,EDUCATION,A,"£10,000.00",12.21,5,,3,NO DEFAULT
16628,25,64000,RENT,7,EDUCATION,C,"£8,000.00",15.28,5,N,4,DEFAULT
16629,25,34000,MORTGAGE,9,MEDICAL,A,"£2,000.00",7.66,5,N,4,DEFAULT
16630,21,24000,RENT,5,VENTURE,A,"£2,000.00",11.14,1,,4,NO DEFAULT
16631,22,24000,OWN,1,EDUCATION,B,"£6,000.00",12.68,2,,4,NO DEFAULT
16632,22,32000,RENT,7,MEDICAL,B,"£14,000.00",12.23,2,N,3,DEFAULT
16633,25,22000,OWN,0,PERSONAL,D,"£7,500.00",,5,,3,NO DEFAULT
16634,23,45000,RENT,4,EDUCATION,B,"£4,800.00",13.98,3,,3,NO DEFAULT
16635,24,95000,RENT,8,EDUCATION,A,"£6,500.00",8.49,4,,4,NO DEFAULT
16636,22,50000,RENT,1,VENTURE,A,"£7,500.00",8.32,2,,2,NO DEFAULT
16637,22,42996,RENT,3,PERSONAL,B,"£4,800.00",11.03,2,Y,4,NO DEFAULT
16638,23,19250,RENT,1,HOMEIMPROVEMENT,D,"£6,250.00",16.82,3,N,2,DEFAULT
16639,23,44400,RENT,0,VENTURE,A,"£1,500.00",11.63,3,,4,NO DEFAULT
16640,26,53000,MORTGAGE,9,VENTURE,A,"£8,000.00",7.88,6,,3,NO DEFAULT
16641,25,68000,RENT,1,EDUCATION,B,"£10,000.00",14.26,5,Y,2,NO DEFAULT
16642,23,70560,RENT,1,VENTURE,A,"£9,600.00",7.9,3,,4,NO DEFAULT
16643,24,37200,RENT,8,DEBTCONSOLIDATION,A,"£7,200.00",7.9,4,,4,NO DEFAULT
16644,25,39000,RENT,6,EDUCATION,C,"£16,000.00",15.65,5,N,2,DEFAULT
16645,23,49000,MORTGAGE,7,DEBTCONSOLIDATION,A,"£2,400.00",7.66,3,,3,NO DEFAULT
16646,23,90000,MORTGAGE,5,DEBTCONSOLIDATION,A,"£6,000.00",11.89,3,,4,NO DEFAULT
16647,24,98000,MORTGAGE,0,DEBTCONSOLIDATION,C,"£13,200.00",15.28,4,Y,3,DEFAULT
16648,24,102000,MORTGAGE,6,VENTURE,A,"£9,800.00",10.36,4,,4,NO DEFAULT
16649,22,26400,MORTGAGE,2,VENTURE,A,"£4,400.00",11.49,2,,3,NO DEFAULT
16650,24,70000,RENT,2,EDUCATION,A,"£13,000.00",10,4,,2,NO DEFAULT
16651,26,53826,MORTGAGE,10,HOMEIMPROVEMENT,B,"£8,500.00",14.79,6,N,2,DEFAULT
16652,23,120000,MORTGAGE,5,VENTURE,A,"£6,000.00",9.99,3,,3,NO DEFAULT
16653,22,49000,MORTGAGE,6,VENTURE,A,"£2,400.00",5.79,2,,3,NO DEFAULT
16654,25,19200,RENT,5,HOMEIMPROVEMENT,A,"£4,000.00",,5,N,3,DEFAULT
16655,24,96000,RENT,6,VENTURE,A,"£7,000.00",9.91,4,,3,NO DEFAULT
16656,25,31000,RENT,2,DEBTCONSOLIDATION,A,"£1,800.00",8.32,5,,2,NO DEFAULT
16657,24,100000,RENT,6,VENTURE,A,"£11,000.00",5.42,4,,2,NO DEFAULT
16658,23,40000,RENT,1,VENTURE,A,"£15,000.00",11.71,3,,3,NO DEFAULT
16659,23,70000,MORTGAGE,5,PERSONAL,A,"£20,000.00",12.21,3,,2,NO DEFAULT
16660,23,100000,MORTGAGE,7,PERSONAL,A,"£10,000.00",10.59,3,,4,NO DEFAULT
16661,23,78300,MORTGAGE,0,PERSONAL,D,"£15,000.00",16.82,3,Y,3,NO DEFAULT
16662,26,45000,RENT,3,MEDICAL,A,"£6,000.00",7.49,6,,3,NO DEFAULT
16663,24,85000,MORTGAGE,2,EDUCATION,B,"£7,500.00",13.99,4,Y,4,NO DEFAULT
16664,26,45000,MORTGAGE,9,PERSONAL,C,"£10,000.00",16.89,6,,3,NO DEFAULT
16665,22,36000,RENT,1,EDUCATION,B,"£5,000.00",12.68,2,N,4,DEFAULT
16666,25,109000,MORTGAGE,5,PERSONAL,A,"£15,000.00",10.25,5,,2,NO DEFAULT
16667,22,36000,RENT,6,EDUCATION,A,"£4,000.00",,2,,2,NO DEFAULT
16668,26,31836,RENT,1,EDUCATION,B,"£6,400.00",14.35,6,,4,NO DEFAULT
16669,22,54000,RENT,2,MEDICAL,C,"£7,000.00",14.96,2,Y,2,DEFAULT
16670,23,73426,MORTGAGE,0,DEBTCONSOLIDATION,B,"£7,500.00",,3,Y,2,NO DEFAULT
16671,24,66300,RENT,4,MEDICAL,C,"£30,000.00",,4,N,3,DEFAULT
16672,25,49963,MORTGAGE,9,MEDICAL,A,"£2,100.00",11.49,5,N,3,DEFAULT
16673,22,60350,RENT,1,MEDICAL,C,"£25,000.00",15.95,2,N,4,DEFAULT
16674,22,60000,MORTGAGE,6,EDUCATION,A,"£11,200.00",5.79,2,,4,NO DEFAULT
16675,25,50000,MORTGAGE,0,VENTURE,A,"£2,600.00",6.03,5,,3,NO DEFAULT
16676,24,60000,MORTGAGE,0,DEBTCONSOLIDATION,A,"£8,500.00",10.59,4,,4,NO DEFAULT
16677,24,95000,MORTGAGE,7,DEBTCONSOLIDATION,A,"£15,000.00",12.69,4,,3,NO DEFAULT
16678,22,60000,MORTGAGE,6,MEDICAL,A,"£6,125.00",6.17,2,,2,NO DEFAULT
16679,24,75000,RENT,4,VENTURE,A,"£10,000.00",6.62,4,,2,NO DEFAULT
16680,22,75000,MORTGAGE,4,VENTURE,A,"£9,000.00",6.99,2,,3,NO DEFAULT
16681,22,37000,RENT,,DEBTCONSOLIDATION,A,"£10,000.00",,2,,2,NO DEFAULT
16682,24,54000,RENT,6,DEBTCONSOLIDATION,A,"£5,500.00",8.07,4,,3,NO DEFAULT
16683,25,102000,MORTGAGE,4,MEDICAL,A,"£25,000.00",10.99,5,N,2,DEFAULT
16684,22,61000,MORTGAGE,6,MEDICAL,B,"£12,000.00",13.49,2,,4,NO DEFAULT
16685,23,44000,MORTGAGE,0,VENTURE,A,"£5,500.00",6.17,3,,4,NO DEFAULT
16686,25,105000,MORTGAGE,6,VENTURE,C,"£6,500.00",13.87,5,Y,3,NO DEFAULT
16687,22,72000,OWN,1,VENTURE,A,"£15,000.00",10.25,2,,4,NO DEFAULT
16688,24,30000,RENT,8,MEDICAL,A,"£8,000.00",9.25,4,,2,NO DEFAULT
16689,24,29000,RENT,4,MEDICAL,C,"£14,400.00",15.7,4,N,4,DEFAULT
16690,23,21360,RENT,0,MEDICAL,A,"£7,500.00",7.14,3,,4,NO DEFAULT
16691,26,36000,RENT,,MEDICAL,A,"£5,400.00",8.9,6,,4,NO DEFAULT
16692,25,75600,MORTGAGE,2,DEBTCONSOLIDATION,A,"£14,500.00",9.63,5,,3,NO DEFAULT
16693,26,108000,RENT,2,PERSONAL,C,"£25,000.00",15.05,6,N,2,DEFAULT
16694,25,49600,RENT,9,MEDICAL,A,"£12,000.00",7.14,5,,3,NO DEFAULT
16695,26,52000,MORTGAGE,6,PERSONAL,A,"£3,300.00",10.99,6,,2,NO DEFAULT
16696,23,43949,RENT,7,MEDICAL,A,"£3,000.00",11.49,3,,2,NO DEFAULT
16697,26,40000,RENT,2,MEDICAL,B,"£12,000.00",7.51,6,,2,NO DEFAULT
16698,24,60000,RENT,4,EDUCATION,A,"£12,000.00",8.9,4,,3,NO DEFAULT
16699,26,50000,MORTGAGE,0,EDUCATION,A,"£10,000.00",7.74,6,,2,NO DEFAULT
16700,23,38004,RENT,2,EDUCATION,A,"£4,500.00",7.88,3,,3,NO DEFAULT
16701,23,70000,RENT,1,MEDICAL,A,"£17,000.00",8.88,3,,4,NO DEFAULT
16702,22,48000,MORTGAGE,6,MEDICAL,A,"£5,000.00",7.88,2,,2,NO DEFAULT
16703,23,24000,RENT,1,VENTURE,A,"£5,500.00",10.99,3,,4,NO DEFAULT
16704,23,60000,MORTGAGE,8,DEBTCONSOLIDATION,A,"£10,000.00",,3,,3,NO DEFAULT
16705,22,34500,RENT,2,DEBTCONSOLIDATION,C,"£5,000.00",16.89,2,Y,2,DEFAULT
16706,24,120000,MORTGAGE,0,PERSONAL,A,"£16,000.00",9.63,4,,2,NO DEFAULT
16707,24,80400,MORTGAGE,5,PERSONAL,A,"£12,000.00",5.79,4,,2,NO DEFAULT
16708,25,27600,RENT,,HOMEIMPROVEMENT,A,"£3,500.00",10.99,5,N,4,DEFAULT
16709,23,50000,MORTGAGE,7,DEBTCONSOLIDATION,E,"£13,750.00",18.43,3,N,3,DEFAULT
16710,22,35000,RENT,1,EDUCATION,B,"£2,400.00",,2,Y,4,NO DEFAULT
16711,23,126000,RENT,0,MEDICAL,B,"£8,000.00",13.23,3,,2,NO DEFAULT
16712,21,20004,RENT,2,DEBTCONSOLIDATION,A,"£3,000.00",10.37,1,,4,NO DEFAULT
16713,22,160000,RENT,6,PERSONAL,A,"£20,000.00",7.49,2,,3,NO DEFAULT
16714,22,46000,RENT,3,PERSONAL,A,"£12,000.00",11.71,2,,4,NO DEFAULT
16715,26,40000,OWN,0,EDUCATION,A,"£15,000.00",9.64,6,,4,NO DEFAULT
16716,25,40000,RENT,9,EDUCATION,C,"£5,600.00",14.61,5,,2,NO DEFAULT
16717,23,75800,RENT,0,EDUCATION,A,"£7,000.00",6.54,3,,4,NO DEFAULT
16718,22,43000,RENT,5,VENTURE,A,"£2,400.00",10.99,2,,3,NO DEFAULT
16719,25,55000,RENT,0,DEBTCONSOLIDATION,A,"£6,000.00",10.65,5,,2,NO DEFAULT
16720,26,60000,RENT,0,VENTURE,A,"£5,000.00",7.14,6,,2,NO DEFAULT
16721,25,30000,RENT,9,VENTURE,C,"£9,000.00",17.58,5,,2,NO DEFAULT
16722,22,52000,RENT,1,MEDICAL,A,"£5,000.00",6.99,2,,2,NO DEFAULT
16723,22,100000,MORTGAGE,6,EDUCATION,A,"£3,000.00",11.49,2,,4,NO DEFAULT
16724,25,90000,MORTGAGE,9,VENTURE,A,"£20,000.00",6.54,5,,3,NO DEFAULT
16725,24,46500,RENT,2,VENTURE,B,"£8,000.00",15.23,4,N,2,DEFAULT
16726,25,145000,MORTGAGE,3,DEBTCONSOLIDATION,A,"£25,000.00",11.36,5,,3,NO DEFAULT
16727,25,60000,RENT,3,PERSONAL,A,"£17,000.00",6.91,5,,2,NO DEFAULT
16728,21,200000,MORTGAGE,5,EDUCATION,B,"£16,000.00",14.65,1,,2,NO DEFAULT
16729,25,79000,MORTGAGE,0,PERSONAL,A,"£9,000.00",6.76,5,,4,NO DEFAULT
